,Nflow
0,0.21351652892561981
1,0.21765702479338844
2,0.21765702479338844
3,0.21765702479338844
4,0.21765702479338844
5,0.21765702479338844
6,0.21765702479338844
7,0.21765702479338844
8,0.21765702479338844
9,0.21765702479338844
10,0.21765702479338844
11,0.21765702479338844
12,0.21765702479338844
13,0.21765702479338844
14,0.21765702479338844
15,0.21765702479338844
16,0.21765702479338844
17,0.21765702479338844
18,0.21765702479338844
19,0.21765702479338844
20,0.21765702479338844
21,0.21765702479338844
22,0.21765702479338844
23,0.21765702479338844
24,0.21765702479338844
25,0.21765702479338844
26,0.21765702479338844
27,0.21765702479338844
28,0.21765702479338844
29,0.21765702479338844
