,Nflow
0,0.342392561983471
1,0.35908677685950413
2,0.35908677685950413
3,0.35908677685950413
4,0.35908677685950413
5,0.35908677685950413
6,0.35908677685950413
7,0.35908677685950413
8,0.35908677685950413
9,0.35908677685950413
10,0.35908677685950413
11,0.35908677685950413
12,0.35908677685950413
13,0.35908677685950413
14,0.35908677685950413
15,0.35908677685950413
16,0.35908677685950413
17,0.35908677685950413
18,0.35908677685950413
19,0.35908677685950413
20,0.35908677685950413
21,0.35908677685950413
22,0.35908677685950413
23,0.35908677685950413
24,0.35908677685950413
25,0.35908677685950413
26,0.35908677685950413
27,0.35908677685950413
28,0.35908677685950413
29,0.35908677685950413
