,Nflow
0,0.042973439999999995
1,0.03738816000000001
2,0.061812479999999975
3,0.03603264000000002
4,0.04336512000000003
5,0.04122176000000001
6,0.05195839999999998
7,0.03692544000000001
8,0.03906048000000001
9,0.03906048000000001
10,0.03906048000000001
11,0.03906048000000001
12,0.03906048000000001
13,0.03906048000000001
14,0.03906048000000001
15,0.03906048000000001
16,0.03906048000000001
17,0.03906048000000001
18,0.03906048000000001
19,0.03906048000000001
20,0.03906048000000001
21,0.03906048000000001
22,0.03906048000000001
23,0.03906048000000001
24,0.03906048000000001
25,0.03906048000000001
26,0.03906048000000001
27,0.03906048000000001
28,0.03906048000000001
29,0.03906048000000001
