,Nflow
0,0.04778000000000004
1,0.046780000000000044
2,0.046780000000000044
3,0.046780000000000044
4,0.046780000000000044
5,0.046780000000000044
6,0.046780000000000044
7,0.046780000000000044
8,0.046780000000000044
9,0.046780000000000044
10,0.046780000000000044
11,0.046780000000000044
12,0.046780000000000044
13,0.046780000000000044
14,0.046780000000000044
15,0.046780000000000044
16,0.046780000000000044
17,0.046780000000000044
18,0.046780000000000044
19,0.046780000000000044
20,0.046780000000000044
21,0.046780000000000044
22,0.046780000000000044
23,0.046780000000000044
24,0.046780000000000044
25,0.046780000000000044
26,0.046780000000000044
27,0.046780000000000044
28,0.046780000000000044
29,0.046780000000000044
