,Nflow
0,0.03710000000000003
1,0.038875000000000035
2,0.038875000000000035
3,0.038875000000000035
4,0.038875000000000035
5,0.038875000000000035
6,0.038875000000000035
7,0.038875000000000035
8,0.038875000000000035
9,0.038875000000000035
10,0.038875000000000035
11,0.038875000000000035
12,0.038875000000000035
13,0.038875000000000035
14,0.038875000000000035
15,0.038875000000000035
16,0.038875000000000035
17,0.038875000000000035
18,0.038875000000000035
19,0.038875000000000035
20,0.038875000000000035
21,0.038875000000000035
22,0.038875000000000035
23,0.038875000000000035
24,0.038875000000000035
25,0.038875000000000035
26,0.038875000000000035
27,0.038875000000000035
28,0.038875000000000035
29,0.038875000000000035
