,Nflow
0,0.06554132231404963
1,0.07045454545454549
2,0.06115702479338848
3,0.06859504132231409
4,0.059297520661157066
5,0.2210454545454545
6,0.2210454545454545
7,0.2210454545454545
8,0.2210454545454545
9,0.2210454545454545
10,0.2210454545454545
11,0.2210454545454545
12,0.2210454545454545
13,0.2210454545454545
14,0.2210454545454545
15,0.2210454545454545
16,0.2210454545454545
17,0.2210454545454545
18,0.2210454545454545
19,0.2210454545454545
20,0.2210454545454545
21,0.2210454545454545
22,0.2210454545454545
23,0.2210454545454545
24,0.2210454545454545
25,0.2210454545454545
26,0.2210454545454545
27,0.2210454545454545
28,0.2210454545454545
29,0.2210454545454545
