,Nflow
0,0.18361343999999996
1,0.23555327999999995
2,0.23555327999999995
3,0.23555327999999995
4,0.23555327999999995
5,0.23555327999999995
6,0.23555327999999995
7,0.23555327999999995
8,0.23555327999999995
9,0.23555327999999995
10,0.23555327999999995
11,0.23555327999999995
12,0.23555327999999995
13,0.23555327999999995
14,0.23555327999999995
15,0.23555327999999995
16,0.23555327999999995
17,0.23555327999999995
18,0.23555327999999995
19,0.23555327999999995
20,0.23555327999999995
21,0.23555327999999995
22,0.23555327999999995
23,0.23555327999999995
24,0.23555327999999995
25,0.23555327999999995
26,0.23555327999999995
27,0.23555327999999995
28,0.23555327999999995
29,0.23555327999999995
