,Nflow
0,0.060623966942148805
1,0.07197107438016533
2,0.07865289256198352
3,0.059710743801652935
4,0.062276859504132275
5,0.06304132231404963
6,0.0655537190082645
7,0.07023553719008267
8,0.06138429752066119
9,0.06138429752066119
10,0.06138429752066119
11,0.06138429752066119
12,0.06138429752066119
13,0.06138429752066119
14,0.06138429752066119
15,0.06138429752066119
16,0.06138429752066119
17,0.06138429752066119
18,0.06138429752066119
19,0.06138429752066119
20,0.06138429752066119
21,0.06138429752066119
22,0.06138429752066119
23,0.06138429752066119
24,0.06138429752066119
25,0.06138429752066119
26,0.06138429752066119
27,0.06138429752066119
28,0.06138429752066119
29,0.06138429752066119
